sample_name	birth_date	body_weight_at_sacrifice	body_weight_at_sacrifice_unit	collection_date	collection_timestamp	condition	country	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	facility	facs_presorted_bacteria	fat	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_cageid	host_common_name	host_genotype	host_height	host_height_units	host_life_stage	host_scientific_name	host_strain	host_subject_id	host_taxid	host_vendor	host_weight	host_weight_units	latitude	liver_weight	liver_weight_unit	longitude	physical_specimen_location	physical_specimen_remaining	qiita_sample_type	qiita_study_id	sample_type	scientific_name	sex	taxon_id	timepoint	title
15900.s39.S39	2021-09-14 00:00:00	32.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.93	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	1	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55189	10090	Janvier Labs	33.2	g	51.206417488638486	1.35	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s4.S4	2021-09-14 00:00:00	not collected	g	2021-11-23 00:00:00	2021-11-23 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55190	10090	Janvier Labs	27.3	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s40.S40	2021-09-14 00:00:00	31.5	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.51	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55190	10090	Janvier Labs	33.8	g	51.206417488638486	1.61	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s41.S41	2021-09-14 00:00:00	32.9	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.14	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55191	10090	Janvier Labs	34.2	g	51.206417488638486	1.62	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s42.S42	2021-09-14 00:00:00	31.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.39	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55192	10090	Janvier Labs	33.9	g	51.206417488638486	1.54	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s43.S43	2021-09-14 00:00:00	27.8	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.36	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55193	10090	Janvier Labs	28.9	g	51.206417488638486	1.29	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s44.S44	2021-09-14 00:00:00	30.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.93	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55194	10090	Janvier Labs	31.9	g	51.206417488638486	1.41	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s45.S45	2021-09-14 00:00:00	29.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.54	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55195	10090	Janvier Labs	30.6	g	51.206417488638486	1.42	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s46.S46	2021-09-14 00:00:00	29.4	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.69	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	4	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55196	10090	Janvier Labs	30.1	g	51.206417488638486	1.53	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s47.S47	2021-09-14 00:00:00	29.1	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.69	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	4	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55197	10090	Janvier Labs	30.7	g	51.206417488638486	1.53	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s49.S49	2021-09-14 00:00:00	32.7	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.23	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	5	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55199	10090	Janvier Labs	34.7	g	51.206417488638486	1.52	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s5.S5	2021-09-14 00:00:00	not collected	g	2021-11-23 00:00:00	2021-11-23 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55191	10090	Janvier Labs	26.2	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s50.S50	2021-09-14 00:00:00	30.8	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.74	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	5	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55200	10090	Janvier Labs	32.4	g	51.206417488638486	1.42	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s51.S51	2021-09-14 00:00:00	32.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.94	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	5	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55201	10090	Janvier Labs	34.5	g	51.206417488638486	1.49	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s52.S52	2021-09-14 00:00:00	32.4	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	6	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55202	10090	Janvier Labs	33.9	g	51.206417488638486	1.69	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s53.S53	2021-09-14 00:00:00	32.9	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.18	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	6	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55203	10090	Janvier Labs	34.2	g	51.206417488638486	1.55	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s54.S54	2021-09-14 00:00:00	32	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.26	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	6	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55204	10090	Janvier Labs	33.7	g	51.206417488638486	1.42	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s55.S55	2021-09-16 00:00:00	21.4	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.28	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55210	10090	Janvier Labs	22	g	51.206417488638486	1.04	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s56.S56	2021-09-16 00:00:00	25.7	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.68	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55211	10090	Janvier Labs	27.7	g	51.206417488638486	1.24	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s57.S57	2021-09-16 00:00:00	21.8	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.32	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55212	10090	Janvier Labs	22.2	g	51.206417488638486	0.99	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s58.S58	2021-09-16 00:00:00	21.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.27	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	8	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55213	10090	Janvier Labs	21.9	g	51.206417488638486	0.99	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s59.S59	2021-09-16 00:00:00	21.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.39	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	8	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55214	10090	Janvier Labs	22.5	g	51.206417488638486	1.02	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s6.S6	2021-09-14 00:00:00	not collected	g	2021-11-23 00:00:00	2021-11-23 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55192	10090	Janvier Labs	29.2	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s60.S60	2021-09-16 00:00:00	24.0	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.76	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	8	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55215	10090	Janvier Labs	25	g	51.206417488638486	1.09	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s61.S61	2021-09-16 00:00:00	23.2	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.56	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	9	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55216	10090	Janvier Labs	23.9	g	51.206417488638486	1.12	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s62.S62	2021-09-16 00:00:00	22.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.32	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	9	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55217	10090	Janvier Labs	24.3	g	51.206417488638486	0.95	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s63.S63	2021-09-16 00:00:00	22.8	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.4	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	9	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55218	10090	Janvier Labs	22.8	g	51.206417488638486	1.13	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s64.S64	2021-09-16 00:00:00	25.2	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.53	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55219	10090	Janvier Labs	26	g	51.206417488638486	1.25	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s65.S65	2021-09-16 00:00:00	22.6	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55220	10090	Janvier Labs	23.3	g	51.206417488638486	1.18	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s66.S66	2021-09-16 00:00:00	20.9	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.25	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55221	10090	Janvier Labs	21.8	g	51.206417488638486	1.03	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s67.S67	2021-09-15 00:00:00	23.1	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.47	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	11	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55222	10090	Janvier Labs	24	g	51.206417488638486	1.14	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s68.S68	2021-09-16 00:00:00	22.9	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.3	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	11	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55223	10090	Janvier Labs	23.3	g	51.206417488638486	1.04	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
